File 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Comment,Mastery,Shez M,Shez F,Byleth M,Byleth F,Edelgard,Hubert,Dorothea,Ferdinand,Bernadetta,Caspar,Petra,Linhardt,Dimitri,Dedue,Felix,Mercedes,Ashe,Annette,Sylvain,Ingrid,Claude,Lorenz,Hilda,Raphael,Lysithea,Ignatz,Marianne,Leonie,Yuri,Constance,Balthus,Hapi,Manuela,Hanneman?,Seteth,Flayn,Cyril?,Catherine,Alois?,Gilbert?,Shamir,Jeralt,Rhea,Anna?,Jeritza,Rodrigue,Monica,Holst,?,?,?,Sothis,Arval M,Gatekeeper,Arval F
,,,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter,Helm Splitter
,,2-star,Howl,Howl,Howl,Howl,Howl,Str +10,Str +10,Howl,Str +10,Howl,Howl,Howl,Str +10,Str +10,Howl,Str +10,Howl,Howl,Str +10,Str +10,Howl,Str +10,Undaunted,Str +10,Howl,Howl,Str +10,Str +10,Howl,Str +10,Str +10,Str +10,Str +10,Str +10,Str +10,Undaunted,Str +10,Str +10,Str +10,Str +10,Str +10,Str +10,Str +10,Howl,Str +10,Str +10,Howl,Str +10,Howl,Howl,Howl,Undaunted,Undaunted,Undaunted,Undaunted
,,3-star,Defiant Crit,Defiant Crit,Nullify Flying Effect (dupe),Nullify Flying Effect (dupe),Nullify Flying Effect (dupe),Defiant Crit,Safeguard,Defiant Crit,Safeguard,Nullify Flying Effect (dupe),Safeguard,Safeguard,Safeguard,Nullify Flying Effect (dupe),Defiant Crit,Nullify Flying Effect (dupe),Safeguard,Nullify Flying Effect (dupe),Nullify Flying Effect (dupe),Defiant Crit,Nullify Flying Effect (dupe),Nullify Flying Effect (dupe),Defiant Crit,Nullify Flying Effect (dupe),Defiant Crit,Defiant Crit,Safeguard,Nullify Flying Effect (dupe),Nullify Flying Effect (dupe),Defiant Crit,Nullify Flying Effect (dupe),Defiant Crit,Nullify Flying Effect (dupe),Defiant Crit,Safeguard,Nullify Flying Effect (dupe),Safeguard,Safeguard,Safeguard,Defiant Crit,Defiant Crit,Safeguard,Defiant Crit,Nullify Flying Effect (dupe),Defiant Crit,Defiant Crit,Nullify Flying Effect (dupe),Safeguard,Safeguard,Safeguard,Safeguard,Nullify Flying Effect (dupe),Defiant Crit,Defiant Crit,Defiant Crit
21,Mortal Savant,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Axebreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Axebreaker,---,---,---,---,---,---,---,---,---,Axebreaker,---,---,---,---,---,---,---
,,,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,---,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice,Haze Slice
,,2-star,Spd +10,Spd +10,Spd +10,Spd +10,Counterstrike,Big Game Hunter,Spd +10,Counterstrike,Counterstrike,Counterstrike,Spd +10,Counterstrike,Counterstrike,Spd +10,Counterstrike,Spd +10,Spd +10,Counterstrike,Big Game Hunter,Counterstrike,Counterstrike,Big Game Hunter,Big Game Hunter,Spd +10,Counterstrike,Spd +10,Counterstrike,Spd +10,Spd +10,Counterstrike,Big Game Hunter,Spd +10,Spd +10,Counterstrike,Big Game Hunter,Big Game Hunter,Counterstrike,Big Game Hunter,Spd +10,Counterstrike,Spd +10,Spd +10,---,Counterstrike,Counterstrike,Big Game Hunter,Counterstrike,Big Game Hunter,Counterstrike,Counterstrike,Counterstrike,Big Game Hunter,Spd +10,Spd +10,Spd +10
,,3-star,Serene Stance,Serene Stance,Dual Onslaught,Dual Onslaught,Dual Onslaught,Serene Stance,Counterbreak,Serene Stance,Counterbreak,Dual Onslaught,Counterbreak,Counterbreak,Counterbreak,Dual Onslaught,Serene Stance,Dual Onslaught,Counterbreak,Dual Onslaught,Dual Onslaught,Serene Stance,Dual Onslaught,Dual Onslaught,Serene Stance,Dual Onslaught,Serene Stance,Serene Stance,Counterbreak,Dual Onslaught,Dual Onslaught,Serene Stance,Dual Onslaught,Serene Stance,Dual Onslaught,Serene Stance,Counterbreak,Dual Onslaught,Counterbreak,Counterbreak,Counterbreak,Serene Stance,Serene Stance,Counterbreak,---,Dual Onslaught,Serene Stance,Serene Stance,Dual Onslaught,Counterbreak,Counterbreak,Counterbreak,Counterbreak,Dual Onslaught,Serene Stance,Serene Stance,Serene Stance
22,Great Knight,1-star,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Wisdom,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Ploy,Armored Cavalry's Ploy
,,,Armored Strike,Armored Strike,Armored Strike,Armored Strike,Armor Smasher,Armor Smasher,Armored Strike,Armored Strike,Armor Smasher,Armor Smasher,Armored Strike,Armor Smasher,Armor Smasher,Armored Strike,Armor Smasher,Armored Strike,Armored Strike,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armored Strike,Armor Smasher,Armored Strike,Armor Smasher,Armored Strike,Armored Strike,Armor Smasher,Armored Strike,Armored Strike,Armored Strike,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armored Strike,Armor Smasher,Armored Strike,Armored Strike,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armor Smasher,Armored Strike,Armored Strike,Armored Strike
,,2-star,Knucklebreaker,Knucklebreaker,Knucklebreaker,Knucklebreaker,Luna,Def +10,Def +10,Luna,Def +10,Luna,Knucklebreaker,Luna,Def +10,Lancebreaker,Luna,Def +10,Knucklebreaker,Luna,Def +10,Def +10,Luna,Def +10,Luna,Def +10,Luna,Knucklebreaker,Def +10,Def +10,Knucklebreaker,Def +10,Def +10,Def +10,Def +10,Def +10,Def +10,Luna,Def +10,Def +10,Def +10,Def +10,Def +10,Def +10,Def +10,Luna,Def +10,Def +10,Luna,Def +10,Luna,Luna,Luna,Luna,Knucklebreaker,Knucklebreaker,Knucklebreaker
,,3-star,Stalwart Stance,Stalwart Stance,Defiant Def,Defiant Def,Nullify Armored Effect (dupe),Defiant Def,Nullify Armored Effect (dupe),Defiant Def,Nullify Armored Effect (dupe),Stalwart Stance,Stalwart Stance,Nullify Armored Effect (dupe),Stalwart Stance,Defiant Def,Stalwart Stance,Nullify Armored Effect (dupe),Nullify Armored Effect (dupe),Nullify Armored Effect (dupe),Defiant Def,Stalwart Stance,Stalwart Stance,Nullify Armored Effect (dupe),Nullify Armored Effect (dupe),Stalwart Stance,Nullify Armored Effect (dupe),Defiant Def,Nullify Armored Effect (dupe),Defiant Def,Nullify Armored Effect (dupe),Nullify Armored Effect (dupe),Stalwart Stance,Stalwart Stance,Stalwart Stance,Defiant Def,Defiant Def,Defiant Def,Stalwart Stance,Defiant Def,Defiant Def,Defiant Def,Stalwart Stance,Stalwart Stance,Defiant Def,Defiant Def,Nullify Armored Effect (dupe),Stalwart Stance,Defiant Def,Stalwart Stance,Defiant Def,Defiant Def,Defiant Def,Defiant Def,Stalwart Stance,Stalwart Stance,Stalwart Stance
23,Bow Knight,1-star,---,---,---,---,---,---,---,---,Gauntletbreaker,---,---,---,---,---,---,---,Gauntletbreaker,---,---,---,---,---,---,---,---,Gauntletbreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Gauntletbreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Ward Arrow,Ward Arrow,Ward Arrow,Ward Arrow,Waning Shot,Waning Shot,Ward Arrow,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Ward Arrow,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Ward Arrow,Waning Shot,Ward Arrow,Waning Shot,Ward Arrow,Ward Arrow,Waning Shot,Waning Shot,Ward Arrow,Ward Arrow,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Ward Arrow,Waning Shot,Ward Arrow,Ward Arrow,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Waning Shot,Ward Arrow,Ward Arrow,Ward Arrow
,,2-star,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess
,,,Precision Volley,Precision Volley,Precision Volley,Precision Volley,Precision Volley,Deadeye,Deadeye,Precision Volley,Deadeye,Precision Volley,Precision Volley,Precision Volley,Deadeye,Deadeye,Precision Volley,Deadeye,Deadeye,Precision Volley,Deadeye,Deadeye,Precision Volley,Deadeye,Precision Volley,Deadeye,Precision Volley,Precision Volley,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Precision Volley,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Deadeye,Precision Volley,Deadeye,Deadeye,Precision Volley,Deadeye,Precision Volley,Precision Volley,Precision Volley,Precision Volley,Precision Volley,Precision Volley,Precision Volley
,,3-star,Defiant Spd,Defiant Spd,Dexterity Catalyst,Dexterity Catalyst,Battle Instincts,Dexterity Catalyst,Battle Instincts,Dexterity Catalyst,Battle Instincts,Defiant Spd,Defiant Spd,Battle Instincts,Defiant Spd,Dexterity Catalyst,Defiant Spd,Battle Instincts,Battle Instincts,Battle Instincts,Dexterity Catalyst,Defiant Spd,Defiant Spd,Battle Instincts,Battle Instincts,Defiant Spd,Battle Instincts,Dexterity Catalyst,Battle Instincts,Dexterity Catalyst,Battle Instincts,Battle Instincts,Defiant Spd,Defiant Spd,Defiant Spd,Dexterity Catalyst,Dexterity Catalyst,Dexterity Catalyst,Defiant Spd,Dexterity Catalyst,Dexterity Catalyst,Dexterity Catalyst,Defiant Spd,Defiant Spd,Dexterity Catalyst,Dexterity Catalyst,Battle Instincts,Defiant Spd,Dexterity Catalyst,Defiant Spd,Dexterity Catalyst,Dexterity Catalyst,Dexterity Catalyst,Dexterity Catalyst,Defiant Spd,Defiant Spd,Defiant Spd
24,Dark Knight,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,---,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance,Dark Lance
,,2-star,Cyclical Specials,Cyclical Specials,Cyclical Specials,Cyclical Specials,Cyclical Specials,Max HP +1500,Max HP +1500,Cyclical Specials,Vanguard's Benefit,Cyclical Specials,Cyclical Specials,Cyclical Specials,Vanguard's Benefit,Max HP +1500,Cyclical Specials,Max HP +1500,Cyclical Specials,Cyclical Specials,Max HP +1500,Vanguard's Benefit,Cyclical Specials,Max HP +1500,Max HP +1500,Vanguard's Benefit,Cyclical Specials,Cyclical Specials,Vanguard's Benefit,Max HP +1500,Cyclical Specials,Vanguard's Benefit,Max HP +1500,Vanguard's Benefit,Max HP +1500,Vanguard's Benefit,Max HP +1500,Max HP +1500,Vanguard's Benefit,Max HP +1500,Vanguard's Benefit,Vanguard's Benefit,Max HP +1500,Max HP +1500,Max HP +1500,Cyclical Specials,---,Max HP +1500,Cyclical Specials,Max HP +1500,Cyclical Specials,Cyclical Specials,Cyclical Specials,Max HP +1500,Max HP +1500,Max HP +1500,Max HP +1500
,,,Titanic Might,Titanic Might,Titanic Might,Titanic Might,Vengeance,Vengeance,Titanic Might,Vengeance,Vengeance,Vengeance,Titanic Might,Vengeance,Vengeance,Vengeance,Vengeance,Titanic Might,Titanic Might,Vengeance,Vengeance,Vengeance,Vengeance,Vengeance,Vengeance,Titanic Might,Vengeance,Titanic Might,Vengeance,Titanic Might,Titanic Might,Vengeance,Vengeance,Titanic Might,Titanic Might,Vengeance,Vengeance,Vengeance,Vengeance,Vengeance,Titanic Might,Vengeance,Titanic Might,Titanic Might,Vengeance,Vengeance,---,Vengeance,Vengeance,Vengeance,Vengeance,Vengeance,Vengeance,Vengeance,Titanic Might,Titanic Might,Titanic Might
,,3-star,Specials Master,Specials Master,Driven Spirit,Driven Spirit,Driven Spirit,Specials Master,Panache,Specials Master,Panache,Driven Spirit,Panache,Panache,Panache,Driven Spirit,Specials Master,Driven Spirit,Panache,Driven Spirit,Driven Spirit,Specials Master,Driven Spirit,Driven Spirit,Specials Master,Driven Spirit,Specials Master,Specials Master,Panache,Driven Spirit,Driven Spirit,Specials Master,Driven Spirit,Specials Master,Driven Spirit,Specials Master,Panache,Driven Spirit,Panache,Panache,Panache,Specials Master,Specials Master,Panache,Specials Master,Driven Spirit,---,Specials Master,Driven Spirit,Panache,Panache,Panache,Panache,Driven Spirit,Specials Master,Specials Master,Specials Master
25,Holy Knight,1-star,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,Swordbreaker,---,---,---,---,---,---,---,Swordbreaker,---
,,,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike,Lightstrike
,,2-star,United Front,United Front,Adjutant's Benefit,Adjutant's Benefit,Adjutant's Benefit,United Front,Cyclical Awakening,United Front,Cyclical Awakening,Adjutant's Benefit,Cyclical Awakening,Cyclical Awakening,Cyclical Awakening,Adjutant's Benefit,United Front,Adjutant's Benefit,Cyclical Awakening,Adjutant's Benefit,Adjutant's Benefit,United Front,Adjutant's Benefit,Adjutant's Benefit,United Front,Adjutant's Benefit,United Front,United Front,Cyclical Awakening,Adjutant's Benefit,Adjutant's Benefit,United Front,Adjutant's Benefit,United Front,Adjutant's Benefit,United Front,Cyclical Awakening,Adjutant's Benefit,Cyclical Awakening,Cyclical Awakening,Cyclical Awakening,United Front,United Front,Cyclical Awakening,United Front,Adjutant's Benefit,United Front,United Front,Adjutant's Benefit,Cyclical Awakening,Cyclical Awakening,Cyclical Awakening,Cyclical Awakening,Adjutant's Benefit,United Front,United Front,United Front
,,,Airshaker,Airshaker,Airshaker,Airshaker,Airshaker,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Airshaker,Airshaker,Airshaker,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Shatter Slash,Shatter Slash,Airshaker,Airshaker,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Shatter Slash,Airshaker,Shatter Slash,Airshaker,Airshaker,Airshaker,Airshaker,Airshaker,Airshaker,Airshaker
,,3-star,Defiant Res,Defiant Res,Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Shining Guardian,Nullify Cavalry Effect (dupe),Shining Guardian,Nullify Cavalry Effect (dupe),Shining Guardian,Defiant Res,Defiant Res,Shining Guardian,Defiant Res,Nullify Cavalry Effect (dupe),Defiant Res,Shining Guardian,Shining Guardian,Shining Guardian,Nullify Cavalry Effect (dupe),Defiant Res,Defiant Res,Shining Guardian,Shining Guardian,Defiant Res,Shining Guardian,Nullify Cavalry Effect (dupe),Shining Guardian,Nullify Cavalry Effect (dupe),Shining Guardian,Shining Guardian,Defiant Res,Defiant Res,Defiant Res,Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Defiant Res,Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Defiant Res,Defiant Res,Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Shining Guardian,Defiant Res,Nullify Cavalry Effect (dupe),Defiant Res,Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Nullify Cavalry Effect (dupe),Defiant Res,Defiant Res,Defiant Res
26,War Master,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Tomebreaker,---,---,---,---,---,---,Tomebreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Flamewhorl Kick,---,Flamewhorl Kick,---,---,Whirlwind Kick,---,Flamewhorl Kick,---,Flamewhorl Kick,---,Whirlwind Kick,Whirlwind Kick,Flamewhorl Kick,Flamewhorl Kick,---,Whirlwind Kick,---,Flamewhorl Kick,---,Whirlwind Kick,Flamewhorl Kick,---,Flamewhorl Kick,---,Flamewhorl Kick,---,---,Whirlwind Kick,---,Flamewhorl Kick,---,---,Whirlwind Kick,Whirlwind Kick,---,Whirlwind Kick,---,Whirlwind Kick,Whirlwind Kick,---,Whirlwind Kick,---,Flamewhorl Kick,Whirlwind Kick,Whirlwind Kick,---,Whirlwind Kick,Flamewhorl Kick,Flamewhorl Kick,Flamewhorl Kick,---,Flamewhorl Kick,Flamewhorl Kick,---
,,2-star,Brawling Prowess,---,Brawling Prowess,---,---,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,---,---,Brawling Prowess,---,Brawling Prowess,---,---,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,---
,,,Mighty Blow,---,Mighty Blow,---,---,Mighty Blow,---,Mighty Blow,---,Mighty Blow,---,Mighty Blow,Mighty Blow,Mighty Blow,Mighty Blow,---,Mighty Blow,---,Mighty Blow,---,Mighty Blow,Mighty Blow,---,Mighty Blow,---,Mighty Blow,---,---,Mighty Blow,---,Mighty Blow,---,---,Mighty Blow,Mighty Blow,---,Mighty Blow,---,Mighty Blow,Mighty Blow,---,Mighty Blow,---,Mighty Blow,Mighty Blow,Mighty Blow,---,Mighty Blow,Mighty Blow,Mighty Blow,Mighty Blow,---,Mighty Blow,Mighty Blow,---
,,3-star,Quick Riposte,---,Piercing Gaze,---,---,Quick Riposte,---,Quick Riposte,---,Piercing Gaze,---,Piercing Cry,Piercing Cry,Piercing Gaze,Quick Riposte,---,Piercing Cry,---,Piercing Gaze,---,Piercing Gaze,Piercing Gaze,---,Piercing Gaze,---,Quick Riposte,---,---,Piercing Gaze,---,Piercing Gaze,---,---,Quick Riposte,Piercing Cry,---,Piercing Cry,---,Piercing Cry,Quick Riposte,---,Piercing Cry,---,Piercing Gaze,Quick Riposte,Quick Riposte,---,Piercing Cry,Piercing Cry,Piercing Cry,Piercing Cry,---,Quick Riposte,Quick Riposte,---
27,Gremory,1-star,---,Res +10,---,Res +10,Flare,---,Bowbreaker,---,Flare,---,Res +10,---,---,---,---,Bowbreaker,---,Bowbreaker,---,Flare,---,---,Flare,---,Bowbreaker,---,Bowbreaker,Res +10,---,Bowbreaker,---,Bowbreaker,Bowbreaker,Flare,---,Bowbreaker,Flare,Flare,Res +10,Flare,Res +10,---,Flare,Flare,---,---,Bowbreaker,---,Flare,Flare,Flare,Bowbreaker,---,---,Bowbreaker
,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Fortify,---,---,---,---,---,---,---,---,---,---,Aura,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Abraxas,---,---,---
,,2-star,---,Pact,---,Reason,Reason,---,Reason,---,Reason,---,Reason,---,---,---,---,Reason,---,Reason,---,Reason,---,---,Reason,---,Reason,---,Reason,Reason,---,Reason,---,Reason,Reason,Reason,---,Reason,Reason,Reason,Reason,Reason,Reason,---,Reason,Reason,---,---,Reason,---,Reason,Reason,Reason,Reason,---,---,Pact
,,,---,---,---,---,---,---,Agnea's Arrow,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Hades Ω,---,---,---,---,Agnea's Arrow,---,Hades Ω,---,Meteor,---,---,---,---,---,---,---,---,---,---,---,---,Hades Ω,---,---,---,---,Agnea's Arrow,---,---,Dark Spikes Τ
,,3-star,---,Magic Attack Range+,---,Defiant Mag,Fire Assist,---,Lightning Assist,---,Ice Assist,---,Magic Attack Range+,---,---,---,---,Light Assist,---,Wind Assist,---,Magic Attack Range+,---,---,Lightning Assist,---,Dark Assist,---,Ice Assist,Defiant Mag,---,Light Assist,---,Magic Attack Range+,Magic Attack Range+,Defiant Mag,---,Defiant Mag,Magic Attack Range+,Defiant Mag,Defiant Mag,Defiant Mag,Magic Attack Range+,---,Defiant Mag,Defiant Mag,---,---,Defiant Mag,---,Defiant Mag,Defiant Mag,Defiant Mag,Defiant Mag,---,---,Magic Attack Range+
28,Emperor,1-star,---,---,---,---,Lancebreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,Armored Strike,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,Seasoned Tactics,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,Flickering Flower,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,Stormer of the Land,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
29,Agastya,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,Enlightened One,1-star,---,---,Axebreaker,Axebreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
